18:59 2023        [8018]: Simulation with max. global dt 0.000062 at time: 0.496708 seconds.                                                                        
Thu Feb  2 22:19:01 2023        [8066]: Simulation with max. global dt 0.000062 at time: 0.499664 seconds.                                                                        
Thu Feb  2 22:19:01 2023        [8067]: Simulation with max. global dt 0.000062 at time: 0.499726 seconds.                                                                        
Thu Feb  2 22:19:01 2023        [8068]: Simulation with max. global dt 0.000062 at time: 0.499787 seconds.                                                                        
Thu Feb  2 22:19:02 2023        [8069]: Simulation with max. global dt 0.000061 at time: 0.499849 seconds.                                                                        
Thu Feb  2 22:19:02 2023        [8070]: Simulation with max. global dt 0.000061 at time: 0.49991 seconds.                                                                         
Thu Feb  2 22:19:02 2023        [8071]: Simulation with max. global dt 0.000061 at time: 0.499972 seconds.                                                                        
Thu Feb  2 22:19:02 2023        Writing output file at time: 0.500033 seconds                                                                                                     
Time left:      < 1 sec (100% done) [==========================================================================================================================================] /
[INF]   Total runtime for [whole_simulation_loop] 456.456014253133 sec
------------------------------------------------------------------
Thu Feb  2 22:19:02 2023        Simulation finished. Printing statistics for each process.
------------------------------------------------------------------
Thu Feb  2 22:19:02 2023        Process 0 - CPU Time: 454.085 seconds
Thu Feb  2 22:19:02 2023        Process 0 - CPU + Communication Time: 454.105 seconds
Thu Feb  2 22:19:02 2023        Process 0 - Wall clock time: 456.00000 seconds
Thu Feb  2 22:19:02 2023        8072 Iterations done

*************************************************************
SWE Finished successfully.
*************************************************************
